# Best fit model.
# chi^2=2.710200e+01.
# z_eff=0.470567.
# Parameters:   8.8106e-01   8.0168e-01   4.0120e-01   1.9265e-01   2.5189e+00   9.7549e-01
#         ell        C_l_a        C_l_x
   4.2700e+02   7.7064e-06   6.4183e-08
   4.2800e+02   7.6969e-06   6.4006e-08
   4.2900e+02   7.6873e-06   6.3831e-08
   4.3000e+02   7.6779e-06   6.3656e-08
   4.3100e+02   7.6685e-06   6.3482e-08
   4.3200e+02   7.6591e-06   6.3310e-08
   4.3300e+02   7.6498e-06   6.3138e-08
   4.3400e+02   7.6406e-06   6.2967e-08
   4.3500e+02   7.6313e-06   6.2798e-08
   4.3600e+02   7.6222e-06   6.2629e-08
   4.3700e+02   7.6131e-06   6.2461e-08
   4.3800e+02   7.6040e-06   6.2294e-08
   4.3900e+02   7.5950e-06   6.2128e-08
   4.4000e+02   7.5860e-06   6.1963e-08
   4.4100e+02   7.5771e-06   6.1799e-08
   4.4200e+02   7.5682e-06   6.1636e-08
   4.4300e+02   7.5593e-06   6.1474e-08
   4.4400e+02   7.5505e-06   6.1312e-08
   4.4500e+02   7.5418e-06   6.1152e-08
   4.4600e+02   7.5331e-06   6.0992e-08
   4.4700e+02   7.5244e-06   6.0833e-08
   4.4800e+02   7.5158e-06   6.0676e-08
   4.4900e+02   7.5073e-06   6.0519e-08
   4.5000e+02   7.4987e-06   6.0363e-08
   4.5100e+02   7.4903e-06   6.0207e-08
   4.5200e+02   7.4818e-06   6.0053e-08
   4.5300e+02   7.4735e-06   5.9900e-08
   4.5400e+02   7.4651e-06   5.9747e-08
   4.5500e+02   7.4568e-06   5.9595e-08
   4.5600e+02   7.4486e-06   5.9444e-08
   4.5700e+02   7.4403e-06   5.9294e-08
   4.5800e+02   7.4322e-06   5.9145e-08
   4.5900e+02   7.4240e-06   5.8996e-08
   4.6000e+02   7.4160e-06   5.8849e-08
   4.6100e+02   7.4079e-06   5.8702e-08
   4.6200e+02   7.3999e-06   5.8556e-08
   4.6300e+02   7.3920e-06   5.8410e-08
   4.6400e+02   7.3840e-06   5.8266e-08
   4.6500e+02   7.3762e-06   5.8122e-08
   4.6600e+02   7.3683e-06   5.7979e-08
   4.6700e+02   7.3605e-06   5.7837e-08
   4.6800e+02   7.3528e-06   5.7695e-08
   4.6900e+02   7.3451e-06   5.7555e-08
   4.7000e+02   7.3374e-06   5.7415e-08
   4.7100e+02   7.3297e-06   5.7276e-08
   4.7200e+02   7.3221e-06   5.7137e-08
   4.7300e+02   7.3146e-06   5.6999e-08
   4.7400e+02   7.3071e-06   5.6862e-08
   4.7500e+02   7.2996e-06   5.6726e-08
   4.7600e+02   7.2921e-06   5.6591e-08
   4.7700e+02   7.2847e-06   5.6456e-08
   4.7800e+02   7.2773e-06   5.6322e-08
   4.7900e+02   7.2700e-06   5.6188e-08
   4.8000e+02   7.2627e-06   5.6055e-08
   4.8100e+02   7.2554e-06   5.5923e-08
   4.8200e+02   7.2482e-06   5.5792e-08
   4.8300e+02   7.2410e-06   5.5661e-08
   4.8400e+02   7.2338e-06   5.5531e-08
   4.8500e+02   7.2267e-06   5.5402e-08
   4.8600e+02   7.2196e-06   5.5273e-08
   4.8700e+02   7.2125e-06   5.5145e-08
   4.8800e+02   7.2055e-06   5.5017e-08
   4.8900e+02   7.1985e-06   5.4890e-08
   4.9000e+02   7.1915e-06   5.4764e-08
   4.9100e+02   7.1846e-06   5.4639e-08
   4.9200e+02   7.1777e-06   5.4514e-08
   4.9300e+02   7.1708e-06   5.4389e-08
   4.9400e+02   7.1640e-06   5.4265e-08
   4.9500e+02   7.1572e-06   5.4142e-08
   4.9600e+02   7.1504e-06   5.4020e-08
   4.9700e+02   7.1436e-06   5.3898e-08
   4.9800e+02   7.1369e-06   5.3776e-08
   4.9900e+02   7.1302e-06   5.3656e-08
   5.0000e+02   7.1235e-06   5.3535e-08
   5.0100e+02   7.1169e-06   5.3416e-08
   5.0200e+02   7.1103e-06   5.3296e-08
   5.0300e+02   7.1037e-06   5.3178e-08
   5.0400e+02   7.0971e-06   5.3060e-08
   5.0500e+02   7.0906e-06   5.2942e-08
   5.0600e+02   7.0841e-06   5.2826e-08
   5.0700e+02   7.0776e-06   5.2709e-08
   5.0800e+02   7.0712e-06   5.2593e-08
   5.0900e+02   7.0648e-06   5.2478e-08
