# Best fit model.
# chi^2=2.465400e+01.
# z_eff=0.783228.
# Parameters:   1.2991e+00   1.1800e+00  -3.5715e-01  -3.5563e-01   3.1430e+00   9.6186e-01
#         ell        C_l_a        C_l_x
   5.2200e+02   4.3793e-06   5.5024e-08
   5.2300e+02   4.3741e-06   5.4884e-08
   5.2400e+02   4.3690e-06   5.4744e-08
   5.2500e+02   4.3639e-06   5.4605e-08
   5.2600e+02   4.3588e-06   5.4466e-08
   5.2700e+02   4.3538e-06   5.4329e-08
   5.2800e+02   4.3487e-06   5.4191e-08
   5.2900e+02   4.3437e-06   5.4055e-08
   5.3000e+02   4.3387e-06   5.3918e-08
   5.3100e+02   4.3338e-06   5.3783e-08
   5.3200e+02   4.3288e-06   5.3648e-08
   5.3300e+02   4.3239e-06   5.3514e-08
   5.3400e+02   4.3190e-06   5.3381e-08
   5.3500e+02   4.3142e-06   5.3248e-08
   5.3600e+02   4.3093e-06   5.3115e-08
   5.3700e+02   4.3045e-06   5.2984e-08
   5.3800e+02   4.2998e-06   5.2853e-08
   5.3900e+02   4.2950e-06   5.2722e-08
   5.4000e+02   4.2903e-06   5.2593e-08
   5.4100e+02   4.2856e-06   5.2464e-08
